2,-8,3.5,10.4343,-3.91153,3.7699
10.4343,-3.91153,3.7699,10.7917,-3.29458,3.8072
10.7917,-3.29458,3.8072,10.779,-1.74741,3.79069
10.779,-1.74741,3.79069,2,3,3.5
