2,-8,3.5,-5.08656,-3.8786,3.84839
-5.08656,-3.8786,3.84839,-5.44981,-3.5565,3.89109
-5.44981,-3.5565,3.89109,-5.47906,-1.96485,3.86844
-5.47906,-1.96485,3.86844,-5.2488,-1.38143,3.89345
-5.2488,-1.38143,3.89345,2,3,3.5
